id,nombre_cliente,email,producto,precio,cantidad,fecha_compra
TXN-1042,Marta,pedro45@gmail.com,Cable HDMI,460.16,1,2026-01-29 00:00:00
TXN-1198,Elena,elena94@gmail.com,Headset Gamer,496.96,2,2026-01-10 00:00:00
!!!,Marta123!!,12345,Mouse Wireless,BBDD_ERR,999999,ERROR
,,,,,,
ERR-#9,Pedro123!!,---,Teclado Mecánico,N/A,N/A,ERROR
!!!,Carlos123!!,NaN,Mouse Wireless,N/A, ,00/00/0000
TXN-1238,Juan,juan85@gmail.com,Mouse Wireless,666.01,1,2026-01-22 00:00:00
TXN-1162,Juan,ana13@gmail.com,Laptop Pro,971.1,3,2026-01-24 00:00:00
TXN-1258,Elena,ana65@gmail.com,Monitor 4K,371.19,5,2026-01-26 00:00:00
NULL,Ana123!!,---,Teclado Mecánico,"999,99€",N/A,Ayer
!!!,Marta123!!,---,Monitor 4K,N/A,None,ERROR
!!!,Carlos123!!,12345,Mouse Wireless,N/A, ,ERROR
TXN-1481,Luis,ana48@gmail.com,Cable HDMI,355.59,3,2026-01-22 00:00:00
TXN-1278,Carlos,pedro89@gmail.com,Monitor 4K,339.43,5,2026-01-19 00:00:00
TXN-1262,Maria,marta85@gmail.com,Laptop Pro,426.59,1,2026-01-11 00:00:00
  ,Pedro123!!,---,Monitor 4K,"999,99€", ,ERROR
TXN-1470,Marta,elena44@gmail.com,Monitor 4K,435.87,5,2026-01-24 00:00:00
!!!,Marta123!!,usuario@sinpunto,Teclado Mecánico,GRATIS,None,Ayer
!!!,Marta123!!,error_mail,Laptop Pro,"999,99€",-1,2026-15-99
  ,Carlos123!!,12345,Mouse Wireless,"999,99€",N/A,00/00/0000
NULL,Carlos123!!,12345,Teclado Mecánico,0.00$,-1,ERROR
ERR-#28,Luis123!!,usuario@sinpunto,Mouse Wireless,GRATIS, ,MAÑANA
TXN-1368,Elena,carlos62@gmail.com,Monitor 4K,623.39,4,2026-01-31 00:00:00
ERR-#53,Juan123!!,12345,Laptop Pro,N/A,None,Ayer
NULL,Marta123!!,NaN,Headset Gamer,GRATIS, ,ERROR
!!!,Luis123!!,usuario@sinpunto,Laptop Pro,BBDD_ERR,N/A,ERROR
TXN-1268,Maria,maria83@gmail.com,Cable HDMI,646.5,2,2026-01-10 00:00:00
TXN-1288,Luis,pedro62@gmail.com,Mouse Wireless,891.99,4,2026-01-10 00:00:00
TXN-1337,Pedro,maria26@gmail.com,Laptop Pro,943.86,2,2026-01-05 00:00:00
!!!,Luis123!!,error_mail,Teclado Mecánico,N/A, ,MAÑANA
ERR-#81,Carlos123!!,usuario@sinpunto,Headset Gamer,GRATIS,999999,ERROR
TXN-1131,Elena,elena39@gmail.com,Headset Gamer,345.76,1,2026-01-28 00:00:00
!!!,Elena123!!,error_mail,Teclado Mecánico,BBDD_ERR, ,MAÑANA
TXN-1323,Marta,juan92@gmail.com,Teclado Mecánico,470.07,2,2026-01-07 00:00:00
  ,Ana123!!,NaN,Laptop Pro,N/A,999999,00/00/0000
ERR-#70,Maria123!!,---,Monitor 4K,BBDD_ERR,N/A,ERROR
TXN-1280,Juan,juan31@gmail.com,Mouse Wireless,576.61,1,2026-01-21 00:00:00
!!!,Elena123!!,usuario@sinpunto,Monitor 4K,"999,99€",999999,ERROR
TXN-1403,Elena,marta66@gmail.com,Cable HDMI,860.5,4,2026-01-02 00:00:00
TXN-1236,Maria,maria82@gmail.com,Cable HDMI,750.45,1,2026-01-14 00:00:00
  ,Juan123!!,NaN,Cable HDMI,N/A,999999,00/00/0000
  ,Ana123!!,---,Headset Gamer,"999,99€",-1,MAÑANA
  ,Elena123!!,error_mail,Mouse Wireless,0.00$,-1,00/00/0000
  ,Marta123!!,---,Headset Gamer,0.00$,None,00/00/0000
TXN-1172,Luis,marta69@gmail.com,Headset Gamer,212.47,5,2026-01-19 00:00:00
TXN-1081,Carlos,pedro24@gmail.com,Cable HDMI,304.48,2,2026-01-27 00:00:00
  ,Luis123!!,error_mail,Cable HDMI,BBDD_ERR,999999,2026-15-99
TXN-1264,Carlos,elena99@gmail.com,Cable HDMI,373.55,3,2026-01-29 00:00:00
TXN-1276,Marta,marta54@gmail.com,Teclado Mecánico,365.9,5,2026-01-22 00:00:00
  ,Maria123!!,12345,Teclado Mecánico,0.00$, ,2026-15-99
NULL,Elena123!!,12345,Headset Gamer,"999,99€", ,00/00/0000
TXN-1414,Juan,carlos52@gmail.com,Mouse Wireless,330.64,4,2026-01-28 00:00:00
TXN-1196,Ana,juan84@gmail.com,Cable HDMI,623.22,2,2026-01-24 00:00:00
TXN-1173,Maria,ana23@gmail.com,Teclado Mecánico,630.9,4,2026-01-31 00:00:00
  ,Juan123!!,12345,Monitor 4K,N/A,999999,00/00/0000
TXN-1455,Luis,maria67@gmail.com,Monitor 4K,826.81,4,2026-01-30 00:00:00
!!!,Marta123!!,error_mail,Headset Gamer,"999,99€", ,Ayer
NULL,Ana123!!,12345,Monitor 4K,BBDD_ERR,N/A,00/00/0000
  ,Marta123!!,error_mail,Monitor 4K,N/A,999999,00/00/0000
TXN-1243,Pedro,luis40@gmail.com,Laptop Pro,951.87,2,2026-01-31 00:00:00
TXN-1452,Pedro,juan83@gmail.com,Teclado Mecánico,735.37,2,2026-01-30 00:00:00
TXN-1142,Luis,carlos91@gmail.com,Laptop Pro,772.23,5,2026-01-22 00:00:00
NULL,Maria123!!,12345,Cable HDMI,0.00$,999999,Ayer
TXN-1208,Marta,carlos93@gmail.com,Headset Gamer,993.79,3,2026-01-29 00:00:00
!!!,Juan123!!,NaN,Monitor 4K,0.00$, ,ERROR
  ,Luis123!!,usuario@sinpunto,Mouse Wireless,GRATIS,999999,MAÑANA
TXN-1005,Juan,elena14@gmail.com,Monitor 4K,663.15,2,2026-01-04 00:00:00
  ,Luis123!!,---,Laptop Pro,"999,99€",-1,MAÑANA
TXN-1346,Ana,maria77@gmail.com,Headset Gamer,893.75,5,2026-01-07 00:00:00
TXN-1044,Elena,juan86@gmail.com,Teclado Mecánico,730.9,4,2026-01-23 00:00:00
TXN-1446,Luis,juan24@gmail.com,Teclado Mecánico,291.73,5,2026-01-28 00:00:00
TXN-1194,Elena,maria85@gmail.com,Monitor 4K,253.6,4,2026-01-05 00:00:00
TXN-1331,Pedro,pedro64@gmail.com,Teclado Mecánico,538.56,2,2026-01-03 00:00:00
  ,Luis123!!,error_mail,Cable HDMI,0.00$,-1,Ayer
NULL,Marta123!!,NaN,Mouse Wireless,0.00$,None,2026-15-99
ERR-#65,Ana123!!,12345,Laptop Pro,GRATIS, ,ERROR
  ,Juan123!!,NaN,Teclado Mecánico,0.00$,N/A,Ayer
TXN-1095,Juan,ana10@gmail.com,Headset Gamer,598.58,5,2026-01-08 00:00:00
!!!,Pedro123!!,---,Laptop Pro,0.00$,999999,2026-15-99
NULL,Ana123!!,error_mail,Laptop Pro,0.00$, ,MAÑANA
TXN-1125,Carlos,elena18@gmail.com,Teclado Mecánico,800.45,4,2026-01-05 00:00:00
TXN-1183,Elena,ana68@gmail.com,Monitor 4K,263.58,4,2026-01-07 00:00:00
!!!,Juan123!!,---,Cable HDMI,N/A,999999,MAÑANA
TXN-1418,Elena,maria13@gmail.com,Laptop Pro,594.12,2,2026-01-10 00:00:00
TXN-1059,Ana,juan29@gmail.com,Laptop Pro,293.95,4,2026-01-31 00:00:00
TXN-1263,Carlos,maria57@gmail.com,Monitor 4K,619.63,2,2026-01-17 00:00:00
  ,Elena123!!,---,Monitor 4K,"999,99€",999999,Ayer
TXN-1438,Maria,maria56@gmail.com,Headset Gamer,879.89,1,2026-01-27 00:00:00
!!!,Ana123!!,error_mail,Headset Gamer,BBDD_ERR,N/A,MAÑANA
TXN-1401,Elena,carlos92@gmail.com,Teclado Mecánico,453.16,1,2026-01-09 00:00:00
TXN-1110,Marta,marta63@gmail.com,Laptop Pro,329.88,2,2026-01-01 00:00:00
TXN-1430,Luis,elena39@gmail.com,Laptop Pro,166.31,1,2026-01-22 00:00:00
  ,Luis123!!,error_mail,Mouse Wireless,GRATIS,None,00/00/0000
!!!,Maria123!!,NaN,Monitor 4K,BBDD_ERR,999999,ERROR
TXN-1348,Luis,juan92@gmail.com,Headset Gamer,581.2,3,2026-01-12 00:00:00
NULL,Marta123!!,usuario@sinpunto,Monitor 4K,"999,99€",None,ERROR
TXN-1476,Carlos,elena75@gmail.com,Cable HDMI,366.33,4,2026-01-28 00:00:00
TXN-1006,Luis,juan52@gmail.com,Mouse Wireless,114.22,5,2026-01-20 00:00:00
TXN-1484,Maria,marta28@gmail.com,Laptop Pro,671.89,1,2026-01-19 00:00:00
  ,Luis123!!,NaN,Laptop Pro,BBDD_ERR,None,2026-15-99
ERR-#46,Pedro123!!,---,Laptop Pro,"999,99€",N/A,Ayer
ERR-#36,Elena123!!,usuario@sinpunto,Monitor 4K,0.00$,999999,ERROR
  ,Elena123!!,---,Cable HDMI,0.00$, ,MAÑANA
NULL,Pedro123!!,NaN,Headset Gamer,GRATIS,999999,ERROR
NULL,Juan123!!,usuario@sinpunto,Headset Gamer,N/A,None,MAÑANA
TXN-1442,Ana,marta39@gmail.com,Laptop Pro,250.93,3,2026-01-14 00:00:00
TXN-1336,Maria,carlos28@gmail.com,Cable HDMI,643.4,1,2026-01-30 00:00:00
TXN-1156,Maria,luis25@gmail.com,Mouse Wireless,399.0,3,2026-01-06 00:00:00
ERR-#13,Luis123!!,---,Headset Gamer,GRATIS,-1,ERROR
TXN-1007,Carlos,ana44@gmail.com,Monitor 4K,774.03,5,2026-01-04 00:00:00
!!!,Luis123!!,12345,Monitor 4K,"999,99€",None,MAÑANA
NULL,Carlos123!!,error_mail,Teclado Mecánico,0.00$,-1,00/00/0000
  ,Maria123!!,error_mail,Cable HDMI,BBDD_ERR,None,ERROR
TXN-1241,Juan,elena79@gmail.com,Cable HDMI,544.53,5,2026-01-28 00:00:00
!!!,Ana123!!,error_mail,Laptop Pro,N/A,999999,MAÑANA
NULL,Marta123!!,12345,Monitor 4K,N/A,999999,Ayer
TXN-1078,Juan,maria96@gmail.com,Teclado Mecánico,116.51,2,2026-01-03 00:00:00
ERR-#76,Marta123!!,NaN,Headset Gamer,BBDD_ERR,None,00/00/0000
ERR-#52,Pedro123!!,---,Monitor 4K,0.00$, ,Ayer
TXN-1444,Carlos,luis78@gmail.com,Headset Gamer,695.55,2,2026-01-28 00:00:00
!!!,Pedro123!!,NaN,Headset Gamer,GRATIS, ,00/00/0000
TXN-1158,Marta,marta39@gmail.com,Headset Gamer,214.14,2,2026-01-22 00:00:00
NULL,Maria123!!,12345,Monitor 4K,GRATIS,N/A,00/00/0000
TXN-1099,Carlos,maria31@gmail.com,Cable HDMI,714.88,3,2026-01-26 00:00:00
NULL,Pedro123!!,NaN,Laptop Pro,BBDD_ERR,999999,00/00/0000
!!!,Maria123!!,error_mail,Teclado Mecánico,0.00$, ,2026-15-99
  ,Marta123!!,---,Headset Gamer,"999,99€",999999,Ayer
TXN-1140,Maria,ana37@gmail.com,Headset Gamer,542.37,4,2026-01-20 00:00:00
TXN-1462,Carlos,elena59@gmail.com,Mouse Wireless,79.22,1,2026-01-27 00:00:00
TXN-1352,Ana,marta48@gmail.com,Headset Gamer,494.7,1,2026-01-23 00:00:00
ERR-#16,Maria123!!,NaN,Teclado Mecánico,"999,99€",-1,Ayer
TXN-1378,Marta,ana34@gmail.com,Teclado Mecánico,151.42,1,2026-01-14 00:00:00
ERR-#6,Carlos123!!,12345,Mouse Wireless,BBDD_ERR,999999,ERROR
  ,Maria123!!,error_mail,Teclado Mecánico,BBDD_ERR,-1,Ayer
TXN-1316,Carlos,juan41@gmail.com,Cable HDMI,416.86,2,2026-01-27 00:00:00
!!!,Marta123!!,NaN,Headset Gamer,GRATIS, ,ERROR
ERR-#89,Elena123!!,usuario@sinpunto,Mouse Wireless,GRATIS, ,2026-15-99
  ,Pedro123!!,12345,Teclado Mecánico,BBDD_ERR,-1,00/00/0000
NULL,Marta123!!,---,Mouse Wireless,0.00$,N/A,ERROR
TXN-1330,Maria,elena47@gmail.com,Headset Gamer,787.63,5,2026-01-20 00:00:00
  ,Elena123!!,error_mail,Mouse Wireless,N/A, ,Ayer
  ,Ana123!!,---,Headset Gamer,0.00$, ,Ayer
TXN-1390,Maria,elena57@gmail.com,Headset Gamer,233.31,1,2026-01-21 00:00:00
TXN-1351,Luis,juan50@gmail.com,Cable HDMI,155.39,4,2026-01-12 00:00:00
NULL,Elena123!!,12345,Headset Gamer,N/A,N/A,ERROR
TXN-1132,Carlos,ana77@gmail.com,Monitor 4K,112.0,2,2026-01-15 00:00:00
TXN-1359,Elena,marta97@gmail.com,Cable HDMI,541.82,1,2026-01-16 00:00:00
TXN-1397,Juan,carlos21@gmail.com,Headset Gamer,558.98,5,2026-01-02 00:00:00
!!!,Carlos123!!,NaN,Headset Gamer,0.00$,999999,ERROR
!!!,Maria123!!,---,Teclado Mecánico,0.00$,999999,2026-15-99
NULL,Marta123!!,error_mail,Cable HDMI,"999,99€", ,ERROR
TXN-1245,Elena,marta82@gmail.com,Headset Gamer,901.53,2,2026-01-08 00:00:00
NULL,Maria123!!,---,Mouse Wireless,N/A,N/A,Ayer
ERR-#47,Pedro123!!,12345,Mouse Wireless,N/A,None,00/00/0000
NULL,Marta123!!,error_mail,Mouse Wireless,N/A, ,00/00/0000
TXN-1422,Carlos,pedro83@gmail.com,Laptop Pro,574.41,4,2026-01-07 00:00:00
TXN-1334,Pedro,elena84@gmail.com,Teclado Mecánico,916.49,5,2026-01-01 00:00:00
TXN-1124,Maria,maria86@gmail.com,Teclado Mecánico,460.02,4,2026-01-31 00:00:00
!!!,Ana123!!,12345,Monitor 4K,N/A,N/A,00/00/0000
TXN-1308,Elena,pedro22@gmail.com,Monitor 4K,258.18,2,2026-01-28 00:00:00
TXN-1354,Ana,carlos22@gmail.com,Teclado Mecánico,729.22,2,2026-01-20 00:00:00
!!!,Marta123!!,NaN,Laptop Pro,"999,99€", ,ERROR
TXN-1019,Elena,luis69@gmail.com,Cable HDMI,244.93,3,2026-01-13 00:00:00
TXN-1013,Pedro,elena14@gmail.com,Headset Gamer,824.56,1,2026-01-11 00:00:00
TXN-1103,Pedro,elena68@gmail.com,Monitor 4K,352.73,4,2026-01-30 00:00:00
  ,Marta123!!,error_mail,Cable HDMI,"999,99€",N/A,2026-15-99
TXN-1164,Carlos,juan83@gmail.com,Teclado Mecánico,51.04,4,2026-01-17 00:00:00
TXN-1212,Marta,luis90@gmail.com,Monitor 4K,792.25,3,2026-01-16 00:00:00
TXN-1317,Luis,pedro34@gmail.com,Monitor 4K,169.22,4,2026-01-09 00:00:00
ERR-#18,Carlos123!!,NaN,Mouse Wireless,N/A,None,2026-15-99
TXN-1277,Ana,juan18@gmail.com,Cable HDMI,988.17,3,2026-01-04 00:00:00
TXN-1439,Juan,elena46@gmail.com,Mouse Wireless,570.55,1,2026-01-31 00:00:00
TXN-1431,Luis,ana35@gmail.com,Mouse Wireless,196.49,5,2026-01-12 00:00:00
TXN-1306,Pedro,luis14@gmail.com,Cable HDMI,457.25,1,2026-01-25 00:00:00
TXN-1498,Maria,ana30@gmail.com,Cable HDMI,300.09,2,2026-01-18 00:00:00
ERR-#28,Marta123!!,usuario@sinpunto,Teclado Mecánico,N/A,999999,ERROR
TXN-1016,Pedro,maria30@gmail.com,Teclado Mecánico,189.64,2,2026-01-24 00:00:00
TXN-1088,Carlos,marta88@gmail.com,Teclado Mecánico,376.36,4,2026-01-17 00:00:00
TXN-1428,Pedro,luis55@gmail.com,Mouse Wireless,858.51,5,2026-01-01 00:00:00
TXN-1244,Maria,maria84@gmail.com,Monitor 4K,656.33,2,2026-01-10 00:00:00
TXN-1138,Pedro,maria56@gmail.com,Monitor 4K,312.11,3,2026-01-25 00:00:00
TXN-1485,Luis,maria97@gmail.com,Cable HDMI,163.35,5,2026-01-27 00:00:00
!!!,Elena123!!,error_mail,Teclado Mecánico,GRATIS,None,MAÑANA
  ,Ana123!!,usuario@sinpunto,Headset Gamer,GRATIS, ,2026-15-99
TXN-1151,Ana,elena22@gmail.com,Monitor 4K,66.01,4,2026-01-08 00:00:00
  ,Juan123!!,usuario@sinpunto,Cable HDMI,BBDD_ERR,-1,MAÑANA
NULL,Luis123!!,12345,Laptop Pro,"999,99€",999999,2026-15-99
TXN-1385,Ana,juan32@gmail.com,Monitor 4K,752.28,2,2026-01-28 00:00:00
TXN-1250,Marta,elena22@gmail.com,Teclado Mecánico,920.2,2,2026-01-20 00:00:00
  ,Luis123!!,12345,Teclado Mecánico,N/A, ,00/00/0000
TXN-1307,Elena,marta10@gmail.com,Cable HDMI,933.95,2,2026-01-16 00:00:00
,,,,,,
ERR-#25,Ana123!!,12345,Monitor 4K,BBDD_ERR, ,Ayer
ERR-#34,Ana123!!,12345,Monitor 4K,0.00$,999999,2026-15-99
TXN-1240,Juan,luis60@gmail.com,Teclado Mecánico,556.52,3,2026-01-05 00:00:00
  ,Ana123!!,usuario@sinpunto,Mouse Wireless,BBDD_ERR,-1,ERROR
  ,Juan123!!,NaN,Headset Gamer,N/A,-1,ERROR
NULL,Elena123!!,12345,Mouse Wireless,N/A,None,MAÑANA
TXN-1296,Pedro,elena28@gmail.com,Mouse Wireless,993.35,1,2026-01-08 00:00:00
,,,,,,
ERR-#23,Elena123!!,---,Teclado Mecánico,GRATIS,999999,00/00/0000
NULL,Luis123!!,---,Mouse Wireless,N/A,None,Ayer
TXN-1314,Carlos,marta14@gmail.com,Headset Gamer,232.57,4,2026-01-15 00:00:00
NULL,Marta123!!,error_mail,Cable HDMI,N/A,N/A,Ayer
TXN-1335,Luis,pedro51@gmail.com,Teclado Mecánico,136.82,4,2026-01-20 00:00:00
!!!,Luis123!!,---,Monitor 4K,BBDD_ERR,N/A,00/00/0000
TXN-1104,Luis,luis75@gmail.com,Headset Gamer,375.55,3,2026-01-03 00:00:00
TXN-1450,Ana,ana39@gmail.com,Headset Gamer,764.75,5,2026-01-09 00:00:00
!!!,Carlos123!!,error_mail,Headset Gamer,0.00$,999999,MAÑANA
NULL,Carlos123!!,---,Laptop Pro,"999,99€",999999,2026-15-99
NULL,Carlos123!!,12345,Mouse Wireless,GRATIS,None,00/00/0000
ERR-#69,Luis123!!,error_mail,Headset Gamer,BBDD_ERR, ,ERROR
TXN-1169,Juan,ana89@gmail.com,Laptop Pro,932.96,1,2026-01-20 00:00:00
TXN-1150,Marta,elena18@gmail.com,Cable HDMI,254.18,3,2026-01-05 00:00:00
TXN-1187,Elena,juan23@gmail.com,Mouse Wireless,662.24,3,2026-01-04 00:00:00
TXN-1459,Luis,elena49@gmail.com,Laptop Pro,825.5,4,2026-01-28 00:00:00
TXN-1386,Elena,marta87@gmail.com,Monitor 4K,889.24,5,2026-01-07 00:00:00
!!!,Pedro123!!,usuario@sinpunto,Teclado Mecánico,BBDD_ERR,-1,00/00/0000
NULL,Juan123!!,12345,Headset Gamer,N/A,N/A,00/00/0000
!!!,Carlos123!!,---,Cable HDMI,0.00$,-1,Ayer
!!!,Ana123!!,usuario@sinpunto,Cable HDMI,GRATIS,None,MAÑANA
TXN-1027,Maria,ana74@gmail.com,Teclado Mecánico,680.98,1,2026-01-11 00:00:00
!!!,Elena123!!,12345,Laptop Pro,GRATIS, ,2026-15-99
TXN-1474,Pedro,elena49@gmail.com,Headset Gamer,558.81,1,2026-01-31 00:00:00
!!!,Marta123!!,---,Headset Gamer,BBDD_ERR, ,Ayer
TXN-1497,Maria,juan16@gmail.com,Mouse Wireless,205.87,1,2026-01-08 00:00:00
ERR-#73,Marta123!!,---,Teclado Mecánico,GRATIS,-1,Ayer
  ,Ana123!!,error_mail,Laptop Pro,BBDD_ERR,N/A,Ayer
NULL,Carlos123!!,12345,Headset Gamer,BBDD_ERR,999999,Ayer
!!!,Juan123!!,12345,Laptop Pro,0.00$,-1,ERROR
NULL,Carlos123!!,NaN,Cable HDMI,"999,99€",-1,Ayer
TXN-1381,Ana,ana34@gmail.com,Mouse Wireless,176.25,1,2026-01-09 00:00:00
TXN-1228,Pedro,carlos87@gmail.com,Laptop Pro,308.4,5,2026-01-10 00:00:00
TXN-1415,Juan,juan13@gmail.com,Monitor 4K,439.23,3,2026-01-23 00:00:00
!!!,Marta123!!,usuario@sinpunto,Cable HDMI,BBDD_ERR,-1,2026-15-99
  ,Juan123!!,error_mail,Teclado Mecánico,0.00$, ,2026-15-99
NULL,Marta123!!,12345,Mouse Wireless,GRATIS, ,MAÑANA
TXN-1461,Juan,carlos91@gmail.com,Cable HDMI,554.45,5,2026-01-17 00:00:00
,,,,,,
NULL,Pedro123!!,NaN,Cable HDMI,GRATIS,N/A,2026-15-99
NULL,Carlos123!!,---,Mouse Wireless,GRATIS,N/A,MAÑANA
,,,,,,
,,,,,,
  ,Pedro123!!,12345,Teclado Mecánico,GRATIS,N/A,Ayer
ERR-#21,Marta123!!,NaN,Laptop Pro,"999,99€",N/A,MAÑANA
TXN-1370,Elena,pedro43@gmail.com,Monitor 4K,623.89,4,2026-01-25 00:00:00
TXN-1490,Pedro,carlos24@gmail.com,Teclado Mecánico,940.94,3,2026-01-22 00:00:00
TXN-1161,Ana,carlos51@gmail.com,Headset Gamer,697.46,4,2026-01-19 00:00:00
TXN-1065,Carlos,carlos51@gmail.com,Monitor 4K,953.66,4,2026-01-05 00:00:00
NULL,Carlos123!!,12345,Laptop Pro,"999,99€",N/A,MAÑANA
TXN-1123,Pedro,pedro52@gmail.com,Mouse Wireless,829.42,4,2026-01-03 00:00:00
TXN-1000,Marta,ana59@gmail.com,Monitor 4K,298.93,4,2026-01-03 00:00:00
TXN-1230,Pedro,pedro60@gmail.com,Mouse Wireless,666.34,2,2026-01-21 00:00:00
TXN-1064,Maria,marta34@gmail.com,Cable HDMI,441.26,3,2026-01-21 00:00:00
TXN-1207,Marta,marta53@gmail.com,Monitor 4K,559.66,4,2026-01-16 00:00:00
  ,Ana123!!,usuario@sinpunto,Laptop Pro,GRATIS,None,2026-15-99
TXN-1297,Elena,ana17@gmail.com,Cable HDMI,917.58,3,2026-01-17 00:00:00
NULL,Carlos123!!,NaN,Mouse Wireless,"999,99€",999999,Ayer
TXN-1372,Luis,ana65@gmail.com,Mouse Wireless,602.8,3,2026-01-18 00:00:00
  ,Maria123!!,NaN,Monitor 4K,GRATIS,-1,Ayer
  ,Marta123!!,error_mail,Headset Gamer,BBDD_ERR, ,2026-15-99
TXN-1458,Maria,carlos55@gmail.com,Teclado Mecánico,817.16,5,2026-01-31 00:00:00
  ,Maria123!!,NaN,Headset Gamer,"999,99€",-1,MAÑANA
  ,Carlos123!!,error_mail,Monitor 4K,0.00$,999999,2026-15-99
TXN-1139,Carlos,elena42@gmail.com,Cable HDMI,668.26,5,2026-01-12 00:00:00
TXN-1287,Elena,ana39@gmail.com,Headset Gamer,810.62,4,2026-01-26 00:00:00
!!!,Juan123!!,usuario@sinpunto,Teclado Mecánico,N/A,999999,Ayer
TXN-1225,Luis,juan76@gmail.com,Monitor 4K,64.84,1,2026-01-21 00:00:00
TXN-1389,Ana,luis67@gmail.com,Headset Gamer,900.09,4,2026-01-25 00:00:00
ERR-#79,Luis123!!,NaN,Headset Gamer,0.00$,999999,ERROR
NULL,Elena123!!,error_mail,Headset Gamer,"999,99€",None,00/00/0000
TXN-1171,Carlos,carlos57@gmail.com,Cable HDMI,138.08,5,2026-01-05 00:00:00
!!!,Juan123!!,NaN,Cable HDMI,0.00$, ,2026-15-99
TXN-1052,Pedro,luis75@gmail.com,Headset Gamer,583.21,2,2026-01-10 00:00:00
ERR-#75,Elena123!!,NaN,Headset Gamer,0.00$, ,00/00/0000
!!!,Elena123!!,---,Mouse Wireless,0.00$,999999,ERROR
  ,Pedro123!!,usuario@sinpunto,Cable HDMI,GRATIS,None,MAÑANA
NULL,Luis123!!,NaN,Cable HDMI,BBDD_ERR, ,Ayer
TXN-1249,Pedro,carlos21@gmail.com,Mouse Wireless,227.05,5,2026-01-17 00:00:00
  ,Marta123!!,12345,Cable HDMI,0.00$,N/A,MAÑANA
  ,Maria123!!,error_mail,Monitor 4K,GRATIS,None,Ayer
TXN-1391,Juan,luis55@gmail.com,Laptop Pro,63.92,3,2026-01-23 00:00:00
ERR-#63,Juan123!!,usuario@sinpunto,Mouse Wireless,GRATIS,-1,MAÑANA
TXN-1055,Ana,marta93@gmail.com,Teclado Mecánico,546.98,4,2026-01-26 00:00:00
NULL,Ana123!!,usuario@sinpunto,Monitor 4K,GRATIS, ,00/00/0000
  ,Pedro123!!,NaN,Teclado Mecánico,0.00$,None,ERROR
!!!,Maria123!!,12345,Laptop Pro,GRATIS,999999,2026-15-99
  ,Carlos123!!,---,Monitor 4K,BBDD_ERR,N/A,00/00/0000
!!!,Elena123!!,12345,Cable HDMI,BBDD_ERR, ,MAÑANA
TXN-1039,Marta,pedro34@gmail.com,Headset Gamer,530.21,2,2026-01-13 00:00:00
TXN-1193,Juan,maria25@gmail.com,Headset Gamer,852.99,2,2026-01-09 00:00:00
ERR-#55,Ana123!!,usuario@sinpunto,Cable HDMI,N/A,N/A,MAÑANA
TXN-1143,Luis,pedro56@gmail.com,Monitor 4K,722.89,3,2026-01-27 00:00:00
  ,Juan123!!,12345,Teclado Mecánico,"999,99€", ,00/00/0000
  ,Elena123!!,NaN,Cable HDMI,N/A,N/A,MAÑANA
TXN-1302,Maria,carlos53@gmail.com,Monitor 4K,491.85,5,2026-01-21 00:00:00
NULL,Pedro123!!,error_mail,Teclado Mecánico,0.00$,999999,00/00/0000
TXN-1295,Pedro,elena34@gmail.com,Teclado Mecánico,200.0,5,2026-01-10 00:00:00
ERR-#97,Marta123!!,error_mail,Mouse Wireless,GRATIS,None,00/00/0000
!!!,Maria123!!,usuario@sinpunto,Mouse Wireless,0.00$, ,MAÑANA
  ,Maria123!!,usuario@sinpunto,Monitor 4K,"999,99€", ,00/00/0000
NULL,Juan123!!,usuario@sinpunto,Headset Gamer,BBDD_ERR, ,2026-15-99
ERR-#42,Carlos123!!,---,Monitor 4K,GRATIS,999999,Ayer
NULL,Elena123!!,usuario@sinpunto,Headset Gamer,BBDD_ERR,N/A,ERROR
ERR-#36,Elena123!!,---,Laptop Pro,GRATIS,999999,Ayer
TXN-1034,Juan,carlos98@gmail.com,Cable HDMI,633.68,4,2026-01-04 00:00:00
!!!,Carlos123!!,usuario@sinpunto,Monitor 4K,N/A, ,MAÑANA
  ,Elena123!!,usuario@sinpunto,Monitor 4K,BBDD_ERR,999999,2026-15-99
  ,Juan123!!,error_mail,Headset Gamer,0.00$,None,Ayer
  ,Luis123!!,error_mail,Mouse Wireless,0.00$, ,ERROR
TXN-1409,Marta,marta67@gmail.com,Headset Gamer,677.98,2,2026-01-27 00:00:00
TXN-1272,Marta,elena42@gmail.com,Teclado Mecánico,556.71,4,2026-01-05 00:00:00
TXN-1026,Luis,carlos52@gmail.com,Cable HDMI,811.61,5,2026-01-25 00:00:00
TXN-1350,Luis,pedro34@gmail.com,Laptop Pro,554.92,3,2026-01-19 00:00:00
  ,Carlos123!!,---,Laptop Pro,GRATIS,N/A,MAÑANA
!!!,Carlos123!!,NaN,Laptop Pro,"999,99€",999999,MAÑANA
TXN-1199,Pedro,elena17@gmail.com,Teclado Mecánico,349.57,5,2026-01-29 00:00:00
TXN-1362,Pedro,juan77@gmail.com,Monitor 4K,968.76,1,2026-01-01 00:00:00
TXN-1152,Luis,carlos92@gmail.com,Headset Gamer,569.31,4,2026-01-02 00:00:00
NULL,Juan123!!,---,Cable HDMI,BBDD_ERR,-1,ERROR
!!!,Marta123!!,NaN,Headset Gamer,GRATIS,N/A,ERROR
  ,Juan123!!,usuario@sinpunto,Cable HDMI,GRATIS, ,2026-15-99
